gastLabel,episodeLabel,date,anzahl
Kevin Kühnert,Markus Lanz 02.07.2024,2024-07-02T00:00:00Z,29
Kevin Kühnert,Markus Lanz 28.08.2024,2024-08-28T00:00:00Z,29
Kevin Kühnert,Markus Lanz 03.10.2024,2024-10-03T00:00:00Z,29
Hajo Schumacher,Markus Lanz 16.03.2010,2010-03-16T00:00:00Z,28
Hajo Schumacher,Markus Lanz 22.09.2011,2011-09-22T00:00:00Z,28
Hajo Schumacher,Markus Lanz 06.12.2011,2011-12-06T00:00:00Z,28
Hajo Schumacher,Markus Lanz 31.01.2012,2012-01-31T00:00:00Z,28
Hajo Schumacher,Markus Lanz 21.02.2012,2012-02-21T00:00:00Z,28
Wolfgang Kubicki,Markus Lanz 01.03.2012,2012-03-01T00:00:00Z,28
Wolfgang Kubicki,Markus Lanz 08.05.2012,2012-05-08T00:00:00Z,28
Hajo Schumacher,Markus Lanz 17.05.2012,2012-05-17T00:00:00Z,28
Wolfgang Kubicki,Markus Lanz 05.09.2012,2012-09-05T00:00:00Z,28
Hajo Schumacher,Markus Lanz 16.01.2013,2013-01-16T00:00:00Z,28
Wolfgang Kubicki,Markus Lanz 22.01.2013,2013-01-22T00:00:00Z,28
Wolfgang Kubicki,Markus Lanz 14.03.2013,2013-03-14T00:00:00Z,28
Wolfgang Kubicki,Markus Lanz 23.04.2013,2013-04-23T00:00:00Z,28
Wolfgang Kubicki,Markus Lanz 25.06.2013,2013-06-25T00:00:00Z,28
Wolfgang Kubicki,Markus Lanz 24.09.2013,2013-09-24T00:00:00Z,28
Hajo Schumacher,Markus Lanz 01.10.2013,2013-10-01T00:00:00Z,28
Hajo Schumacher,Markus Lanz 11.12.2013,2013-12-11T00:00:00Z,28
Wolfgang Kubicki,Markus Lanz 12.03.2014,2014-03-12T00:00:00Z,28
Wolfgang Kubicki,Markus Lanz 16.09.2014,2014-09-16T00:00:00Z,28
Hajo Schumacher,Markus Lanz 01.10.2014,2014-10-01T00:00:00Z,28
Hajo Schumacher,Markus Lanz 03.06.2015,2015-06-03T00:00:00Z,28
Wolfgang Kubicki,Markus Lanz 18.08.2015,2015-08-18T00:00:00Z,28
Hajo Schumacher,Markus Lanz 08.10.2015,2015-10-08T00:00:00Z,28
Wolfgang Kubicki,Markus Lanz 13.01.2016,2016-01-13T00:00:00Z,28
Hajo Schumacher,Markus Lanz 21.01.2016,2016-01-21T00:00:00Z,28
Hajo Schumacher,Markus Lanz 10.03.2016,2016-03-10T00:00:00Z,28
Wolfgang Kubicki,Markus Lanz 05.04.2016,2016-04-05T00:00:00Z,28
Wolfgang Kubicki,Markus Lanz 22.09.2016,2016-09-22T00:00:00Z,28
Hajo Schumacher,Markus Lanz 15.12.2016,2016-12-15T00:00:00Z,28
Hajo Schumacher,Markus Lanz 26.04.2017,2017-04-26T00:00:00Z,28
Hajo Schumacher,Markus Lanz 08.06.2017,2017-06-08T00:00:00Z,28
Wolfgang Kubicki,Markus Lanz 04.07.2017,2017-07-04T00:00:00Z,28
Hajo Schumacher,Markus Lanz 13.07.2017,2017-07-13T00:00:00Z,28
Wolfgang Kubicki,Markus Lanz 26.09.2017,2017-09-26T00:00:00Z,28
Hajo Schumacher,Markus Lanz 28.09.2017,2017-09-28T00:00:00Z,28
Wolfgang Kubicki,Markus Lanz 23.11.2017,2017-11-23T00:00:00Z,28
Wolfgang Kubicki,Markus Lanz 02.05.2018,2018-05-02T00:00:00Z,28
Hajo Schumacher,Markus Lanz 30.08.2018,2018-08-30T00:00:00Z,28
Wolfgang Kubicki,Markus Lanz 30.08.2018,2018-08-30T00:00:00Z,28
Hajo Schumacher,Markus Lanz 26.09.2018,2018-09-26T00:00:00Z,28
Wolfgang Kubicki,Markus Lanz 08.01.2019,2019-01-08T00:00:00Z,28
Hajo Schumacher,Markus Lanz 24.01.2019,2019-01-24T00:00:00Z,28
Hajo Schumacher,Markus Lanz 16.05.2019,2019-05-16T00:00:00Z,28
Wolfgang Kubicki,Markus Lanz 29.05.2019,2019-05-29T00:00:00Z,28
Wolfgang Kubicki,Markus Lanz 11.09.2019,2019-09-11T00:00:00Z,28
Wolfgang Kubicki,Markus Lanz 15.04.2020,2020-04-15T00:00:00Z,28
Wolfgang Kubicki,Markus Lanz 03.06.2020,2020-06-03T00:00:00Z,28
Hajo Schumacher,Markus Lanz 25.06.2020,2020-06-25T00:00:00Z,28
Wolfgang Kubicki,Markus Lanz 04.02.2021,2021-02-04T00:00:00Z,28
Wolfgang Kubicki,Markus Lanz 01.04.2021,2021-04-01T00:00:00Z,28
Wolfgang Kubicki,Markus Lanz 04.08.2021,2021-08-04T00:00:00Z,28
Hajo Schumacher,Markus Lanz 21.10.2021,2021-10-21T00:00:00Z,28
Hajo Schumacher,Markus Lanz 22.09.2022,2022-09-22T00:00:00Z,28
Wolfgang Kubicki,Markus Lanz 16.05.2023,2023-05-16T00:00:00Z,28
Hajo Schumacher,Markus Lanz 01.06.2023,2023-06-01T00:00:00Z,28
Hajo Schumacher,Markus Lanz 25.06.2024,2024-06-25T00:00:00Z,28
Wolfram Weimer,Markus Lanz 15.03.2016,2016-03-15T00:00:00Z,27
Wolfram Weimer,Markus Lanz 08.09.2016,2016-09-08T00:00:00Z,27
Wolfram Weimer,Markus Lanz 03.11.2016,2016-11-03T00:00:00Z,27
Wolfram Weimer,Markus Lanz 15.12.2016,2016-12-15T00:00:00Z,27
Wolfram Weimer,Markus Lanz 07.03.2017,2017-03-07T00:00:00Z,27
Wolfram Weimer,Markus Lanz 09.05.2017,2017-05-09T00:00:00Z,27
Wolfram Weimer,Markus Lanz 26.09.2017,2017-09-26T00:00:00Z,27
Wolfram Weimer,Markus Lanz 10.10.2017,2017-10-10T00:00:00Z,27
Wolfram Weimer,Markus Lanz 22.11.2017,2017-11-22T00:00:00Z,27
Wolfram Weimer,Markus Lanz 07.02.2018,2018-02-07T00:00:00Z,27
Wolfram Weimer,Markus Lanz 28.03.2018,2018-03-28T00:00:00Z,27
Wolfram Weimer,Markus Lanz 15.08.2018,2018-08-15T00:00:00Z,27
Wolfram Weimer,Markus Lanz 18.10.2018,2018-10-18T00:00:00Z,27
Wolfram Weimer,Markus Lanz 04.12.2018,2018-12-04T00:00:00Z,27
Wolfram Weimer,Markus Lanz 12.02.2019,2019-02-12T00:00:00Z,27
Wolfram Weimer,Markus Lanz 21.03.2019,2019-03-21T00:00:00Z,27
Wolfram Weimer,Markus Lanz 28.05.2019,2019-05-28T00:00:00Z,27
Wolfram Weimer,Markus Lanz 27.06.2019,2019-06-27T00:00:00Z,27
Wolfram Weimer,Markus Lanz 27.08.2019,2019-08-27T00:00:00Z,27
Wolfram Weimer,Markus Lanz 24.09.2019,2019-09-24T00:00:00Z,27
Wolfram Weimer,Markus Lanz 27.02.2020,2020-02-27T00:00:00Z,27
Wolfram Weimer,Markus Lanz 07.07.2020,2020-07-07T00:00:00Z,27
Wolfram Weimer,Markus Lanz 20.04.2021,2021-04-20T00:00:00Z,27
Wolfram Weimer,Markus Lanz 08.09.2021,2021-09-08T00:00:00Z,27
Kerstin Münstermann,Markus Lanz 27.10.2021,2021-10-27T00:00:00Z,27
Kerstin Münstermann,Markus Lanz 23.11.2021,2021-11-23T00:00:00Z,27
Kerstin Münstermann,Markus Lanz 13.01.2022,2022-01-13T00:00:00Z,27
Kerstin Münstermann,Markus Lanz 17.02.2022,2022-02-17T00:00:00Z,27
Kerstin Münstermann,Markus Lanz 19.04.2022,2022-04-19T00:00:00Z,27
Wolfram Weimer,Markus Lanz 28.04.2022,2022-04-28T00:00:00Z,27
Kerstin Münstermann,Markus Lanz 17.05.2022,2022-05-17T00:00:00Z,27
Kerstin Münstermann,Markus Lanz 14.06.2022,2022-06-14T00:00:00Z,27
Wolfram Weimer,Markus Lanz 22.06.2022,2022-06-22T00:00:00Z,27
Kerstin Münstermann,Markus Lanz 16.08.2022,2022-08-16T00:00:00Z,27
Kerstin Münstermann,Markus Lanz 20.09.2022,2022-09-20T00:00:00Z,27
Kerstin Münstermann,Markus Lanz 01.11.2022,2022-11-01T00:00:00Z,27
Kerstin Münstermann,Markus Lanz 12.01.2023,2023-01-12T00:00:00Z,27
Kerstin Münstermann,Markus Lanz 25.04.2023,2023-04-25T00:00:00Z,27
Wolfram Weimer,Markus Lanz 11.05.2023,2023-05-11T00:00:00Z,27
Kerstin Münstermann,Markus Lanz 17.05.2023,2023-05-17T00:00:00Z,27
Kerstin Münstermann,Markus Lanz 21.06.2023,2023-06-21T00:00:00Z,27
Kerstin Münstermann,Markus Lanz 22.08.2023,2023-08-22T00:00:00Z,27
Kerstin Münstermann,Markus Lanz 12.09.2023,2023-09-12T00:00:00Z,27
Kerstin Münstermann,Markus Lanz 07.11.2023,2023-11-07T00:00:00Z,27
Kerstin Münstermann,Markus Lanz 12.12.2023,2023-12-12T00:00:00Z,27
Kerstin Münstermann,Markus Lanz 18.01.2024,2024-01-18T00:00:00Z,27
Kerstin Münstermann,Markus Lanz 29.02.2024,2024-02-29T00:00:00Z,27
Kerstin Münstermann,Markus Lanz 23.04.2024,2024-04-23T00:00:00Z,27
Kerstin Münstermann,Markus Lanz 29.05.2024,2024-05-29T00:00:00Z,27
Kerstin Münstermann,Markus Lanz 26.06.2024,2024-06-26T00:00:00Z,27
Kerstin Münstermann,Markus Lanz 03.09.2024,2024-09-03T00:00:00Z,27
Kerstin Münstermann,Markus Lanz 09.10.2024,2024-10-09T00:00:00Z,27
Kerstin Münstermann,Markus Lanz 14.11.2024,2024-11-14T00:00:00Z,27
Kerstin Münstermann,Markus Lanz 05.12.2024,2024-12-05T00:00:00Z,27
Elmar Theveßen,Markus Lanz 11.08.2009,2009-08-11T00:00:00Z,25
Elmar Theveßen,Markus Lanz 02.07.2013,2013-07-02T00:00:00Z,25
Ralf Stegner,Markus Lanz 25.09.2013,2013-09-25T00:00:00Z,25
Ralf Stegner,Markus Lanz 12.11.2013,2013-11-12T00:00:00Z,25
Ralf Stegner,Markus Lanz 14.01.2014,2014-01-14T00:00:00Z,25
Elmar Theveßen,Markus Lanz 28.05.2014,2014-05-28T00:00:00Z,25
Elmar Theveßen,Markus Lanz 20.01.2015,2015-01-20T00:00:00Z,25
Elmar Theveßen,Markus Lanz 18.06.2015,2015-06-18T00:00:00Z,25
